Title|Budget|Gross|Year
Nói albínói|1100000|60135|2003
V dvizhenii|-1|289397|2002
Walking Tall|56000000|45860039|2004
Cinderella Man|88000000|61644321|2005
De-Lovely|20000000|13337299|2004
La face cachée de la lune|1600000|11367|2003
La finestra di fronte|-1|543354|2003
Gomez & Tavarès|-1|4844530|2003
The Life and Death of Peter Sellers|-1|980699|2004
Nebo. Samolyot. Devushka.|-1|314195|2002
Walk on Water|-1|2712736|2004
Wonderful Days|30000000|29425|2003
Adrenaline Rush: The Science of Risk|-1|10994028|2002
NASCAR 3D: The IMAX Experience|-1|20034225|2004
Los novios búlgaros|-1|59440|2003
Salinui chueok|-1|14131|2003
Zhou Yu de huo che|-1|141666|2002
5x2|-1|127692|2004
Ek Aur Ek Gyarah: By Hook or by Crook|-1|92342|2003
De fem benspænd|-1|92221|2003
Fighting Words|2500000|35081|2007
The Game of Their Lives|20000000|375474|2005
Jigureul jikyeora!|-1|14624|2003
The Legend of Leigh Bowery|-1|10445|2002
Never Die Alone|-1|5644575|2004
La science des rêves|6000000|4663809|2006
The Brothers Grimm|80000000|37899638|2005
Lords of Dogtown|25000000|11008432|2005
Riding the Bullet|5000000|101107|2004
EuroTrip|25000000|17718223|2004
HellBent|-1|187786|2004
Agents secrets|14000000|5590016|2004
The Bridge of San Luis Rey|24000000|42880|2004
A Cinderella Story|20000000|51431160|2004
Foolproof|8000000|460978|2003
The Forgotten|42000000|66641205|2004
Garfield|50000000|75367693|2004
The Family Stone|17000000|60061759|2005
I Heart Huckabees|22000000|12784713|2004
Mr. & Mrs. Smith|110000000|186336103|2005
The Last Shot|-1|463730|2004
The Ballad of Jack and Rose|1500000|712294|2005
Shik|-1|130279|2003
Elektra|43000000|24407944|2005
Khamosh Pani: Silent Waters|-1|7384|2003
Anchorman: The Legend of Ron Burgundy|26000000|84136909|2004
The Battle of Shaker Heights|1000000|279282|2003
Belly of the Beast|18000000|77288|2003
Boogeyman|20000000|46363118|2005
Robots|75000000|128200012|2005
Shall We Dance|50000000|57887882|2004
Walk the Line|28000000|119519402|2005
Into the Sun|16000000|10801|2005
Agent Cody Banks 2: Destination London|26000000|23222861|2004
Power Trip|-1|38593|2003
Blade: Trinity|65000000|52397389|2004
Cachorro|-1|96263|2004
Familia rodante|-1|9291|2004
A Home at the End of the World|6500000|1029017|2004
Johnson Family Vacation|12000000|31179516|2004
Spartan|19250000|4434432|2004
Undertow|-1|124171|2004
Chasing Liberty|23000000|12189514|2004
Wimbledon|31000000|16831505|2004
The Year of the Yao|-1|34699|2004
10th & Wolf|8000000|53481|2006
Constantine|100000000|75976178|2005
King Kong|207000000|218080025|2005
Notre musique|-1|139922|2004
The Real Cancun|8000000|3713002|2003
Valiant|40000000|19447478|2005
The Woodsman|-1|1566812|2004
We Don't Live Here Anymore|3000000|2037545|2004
Assisted Living|500000|41929|2003
Bride & Prejudice|7000000|6601079|2004
Confessions of a Teenage Drama Queen|15000000|29331068|2004
Death of a Dynasty|-1|41382|2003
Delgo|40000000|511920|2008
Fahrenheit 9/11|6000000|119194771|2004
First Daughter|-1|9055010|2004
Flavors|-1|93370|2003
Gokudô kyôfu dai-gekijô: Gozu|-1|54419|2003
Happy Endings|-1|1311633|2005
Raise Your Voice|15000000|10411980|2004
Duma|12000000|860002|2005
Inglourious Basterds|70000000|119873433|2009
Killer Cop|200000|1200000|2002
Little Black Book|35000000|20422207|2004
El maquinista|5000000|1082715|2004
Welcome to Mooseport|26000000|14469428|2004
Palindromes|-1|553368|2004
Scary Movie 4|50000000|90710620|2006
Seeing Other People|-1|64748|2004
Son of the Mask|74000000|17010646|2005
Ne le dis à personne|11700000|6177192|2006
The Terminal|60000000|77032279|2004
Kinsey|11000000|10214647|2004
The Life Aquatic with Steve Zissou|50000000|24006726|2004
Chrystal|-1|80701|2004
National Lampoon Presents Dorm Daze|-1|56127|2003
Criminal|-1|923426|2004
Rick|-1|11382|2003
The Settlers|-1|10592|2003
Der Untergang|13500000|5501940|2004
Zatôichi|-1|853718|2003
Akarui mirai|-1|4762|2003
Otets i syn|-1|38150|2003
Zi hudie|-1|16051|2003
Bewafaa|120000000|338087|2005
Beyond the Sea|24000000|6318709|2004
Bigger Than the Sky|750000|20149|2005
Confidences trop intimes|-1|2106677|2004
Dawn of the Dead|28000000|58885635|2004
Down to the Bone|-1|19723|2004
Elephant|3000000|1227000|2003
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe|180000000|291709845|2005
Lymelife|1500000|429307|2008
Secret Window|40000000|47781388|2004
Taking Lives|45000000|32682342|2004
Um Filme Falado|-1|12978|2003
Wild Side|-1|15355|2004
The Final Cut|-1|548039|2004
Ju-on|-1|325661|2002
Jeux d'enfants|-1|548707|2003
Oldboy|4000000|707481|2003
The Picture of Dorian Gray|3000000|6565367|2004
Dodgeball: A True Underdog Story|20000000|114324072|2004
Without a Paddle|19000000|58156435|2004
Aileen: Life and Death of a Serial Killer|-1|85992|2003
Art School Confidential|-1|3296916|2006
The Assassination of Richard Nixon|-1|697759|2004
Babylon A.D.|70000000|22531698|2008
Deep Blue|5000000|129854|2003
A Dirty Shame|-1|1339668|2004
Double Dare|-1|50000|2004
Feux rouges|-1|672105|2004
Golemata voda|-1|14432|2004
Hollywood Buddha|-1|67862|2003
The Matador|10000000|12594698|2005
Syriana|50000000|50815288|2005
Shaun of the Dead|4000000|13464388|2004
Tenacious D in The Pick of Destiny|-1|8319186|2006
The Upside of Anger|9000000|18761993|2005
Whiteout|40000000|10190685|2009
You Got Served|8000000|40066497|2004
Zero Day|-1|7221|2003
El abrazo partido|-1|189763|2004
Anacondas: The Hunt for the Blood Orchid|25000000|31526393|2004
Stalin|-1|65500|2006
Caterina va in città|-1|293268|2003
Fighting Tommy Riley|200000|5199|2005
La grande séduction|-1|489338|2003
Happy Feet|100000000|197992827|2006
Harold & Kumar Go to White Castle|9000000|18225165|2004
Hob el banat|-1|422249|2004
Hymypoika|1200000|644124|2003
The Jacket|29000000|6303762|2005
Trilogia: To livadi pou dakryzei|-1|24514|2004
Millions|-1|6583149|2004
MirrorMask|4000000|864959|2005
Pride and Prejudice|-1|373942|2003
Reconstruction|-1|72762|2003
The Saddest Music in the World|3500000|669128|2003
Shortbus|2000000|1985292|2006
Sorstalanság|2500000000|195888|2005
Soul Plane|16000000|13922211|2004
The Squid and the Whale|1500000|7362100|2005
Straight-Jacket|-1|45463|2004
Swades: We, the People|-1|1223240|2004
Modigliani|14000000|195378|2004
Vieraalla maalla|1244000|345817|2003
Wake of Death|16000000|294219|2004
After the Sunset|58000000|28328132|2004
Charlie and the Chocolate Factory|150000000|206456431|2005
D.E.B.S.|3500000|96793|2004
Deuce Bigalow: European Gigolo|22000000|22264487|2005
How to Get the Man's Foot Outta Your Ass|-1|365248|2003
O Homem Que Copiava|-1|23573|2003
Indiana Jones and the Kingdom of the Crystal Skull|185000000|317011114|2008
Hannibal Rising|50000000|27667947|2007
The Manchurian Candidate|80000000|65948711|2004
November|150000|191309|2004
Romance & Cigarettes|-1|540085|2005
Shakespeare Behind Bars|-1|48194|2005
Virgin|50000|9501|2003
The Village|71682975|114195633|2004
Are We There Yet?|32000000|82301521|2005
Stage Beauty|-1|776691|2004
Elizabethtown|57000000|26838389|2005
End of the Century|-1|391950|2003
Girlhood|-1|37827|2003
The Heart Is Deceitful Above All Things|-1|29058|2004
I'm Not There.|-1|4001121|2007
Maestro|-1|220000|2003
National Treasure|100000000|173008894|2004
Ong-bak|-1|4560061|2003
Osama|46000|1127331|2003
The Princess Diaries 2: Royal Engagement|40000000|95149435|2004
S-21, la machine de mort Khmère rouge|-1|21678|2003
Iluzija|-1|1511|2004
Sleepover|10000000|9408183|2004
Separate Lies|-1|923347|2005
Alone in the Dark|20000000|5132655|2005
Boys Life 4: Four Play|-1|53169|2003
Chooch|-1|30792|2003
Collateral|65000000|100003492|2004
Four Christmases|80000000|120146040|2008
Fun with Dick and Jane|100000000|110332737|2005
Henri Cartier-Bresson - Biographie eines Blicks|-1|25347|2003
A Love Song for Bobby Long|-1|159171|2004
Monster-in-Law|60000000|82931301|2005
Strangers with Candy|-1|2068323|2005
Ultraviolet|30000000|18500966|2006
AVP: Alien vs. Predator|60000000|80281096|2004
Far from India|10000|8000|2003
Magyar vándor|400000000|1608000|2004
Mysterious Skin|-1|697181|2004
Spanglish|80000000|42044321|2004
Talaye sorkh|-1|147844|2003
Bonhoeffer|-1|163720|2003
Buddy|-1|12594|2003
Chicken Little|150000000|135381507|2005
Games People Play|-1|111336|2004
The Hitchhiker's Guide to the Galaxy|50000000|51019112|2005
The Zodiac|1000000|44785|2005
Iron Man|140000000|318298180|2008
Secuestro express|-1|302256|2005
Adam & Steve|-1|309384|2005
The Bourne Supremacy|75000000|176049130|2004
Guess Who|-1|67962333|2005
Festival Express|-1|1172345|2003
House of D|-1|371081|2004
Karmen|-1|149050|2003
The Wedding Date|15000000|31726995|2005
Team America: World Police|30000000|32774834|2004
Batman Begins|150000000|205343774|2005
Bright Leaves|-1|77888|2003
Brothers in Arms|500000|3270|2003
Böse Zellen|-1|1443|2003
Les choristes|5500000|3629758|2004
D-War|75400000|10956379|2007
Holla|200000|165171|2006
Imaginary Heroes|10000000|228524|2004
Journey to the Center of the Earth|45000000|101702060|2008
Kung fu|20000000|17104669|2004
Mind the Gap|-1|9496|2004
My Architect|-1|2748981|2003
Saints and Soldiers|780000|1310270|2003
Tibet: Cry of the Snow Lion|-1|577841|2002
Underclassman|-1|5654777|2005
The Wendell Baker Story|8000000|127144|2005
Where the Truth Lies|25000000|871527|2005
Kiss Kiss Bang Bang|15000000|4243756|2005
Casa de Areia|8000000|529323|2005
Die Geschichte vom weinenden Kamel|-1|1742832|2003
Halloween|20000000|58267261|2007
Harry Potter and the Order of the Phoenix|150000000|292000866|2007
The Honeymooners|27000000|12834056|2005
The Interpreter|80000000|72515360|2005
Kontroll|100000000|237183|2003
Open Water|130000|30500882|2003
Touch of Pink|-1|564535|2004
Tian di ying xiong|10000000|82382|2003
De zaak Alzheimer|2500000|332015|2003
Bewitched|85000000|62252415|2005
Bom yeoreum gaeul gyeoul geurigo bom|-1|2380788|2003
Captivity|17000000|2626800|2007
Comme une image|-1|1736499|2004
Incident at Loch Ness|1400000|36830|2004
Napoleon Dynamite|400000|44540956|2004
On the One|-1|343522|2005
Sideways|16000000|71502303|2004
Bobby Jones: Stroke of Genius|-1|2694071|2004
Tristan + Isolde|-1|14732623|2006
Alfie|60000000|13395939|2004
White Noise|10000000|55865715|2005
Astro Boy|40000000|15110804|2009
Black|180000000|733094|2005
Enduring Love|-1|358262|2004
Männer wie wir|-1|28194|2004
Layer Cake|4000000|2338695|2004
The Libertine|-1|4835065|2004
Ha-Asonot Shel Nina|-1|238487|2003
Racing Stripes|-1|49772522|2005
Rebound|-1|16808336|2005
Seres queridos|-1|282998|2004
Slow Burn|15500000|1181197|2005
Colour Me Kubrick: A True...ish Story|-1|70677|2005
Eat This New York|-1|5847|2004
The Hillside Strangler|-1|3565|2004
Lady Killers|-1|527000|2003
Pizza|-1|4059|2005
Silver City|-1|1017376|2004
Vozvrashcheniye|-1|502028|2003
X-Men: The Last Stand|210000000|234360014|2006
The Agronomist|-1|226189|2003
The Best Two Years|-1|1163450|2003
Flight of the Phoenix|45000000|21009180|2004
The Home Teachers|-1|196123|2004
Ladies in Lavender.|-1|6759422|2004
Mail Order Wife|-1|62387|2004
Mean Creek|500000|603943|2004
Mean Girls|17000000|86049418|2004
Proof|20000000|7524766|2005
The Ring Two|-1|75888270|2005
Be Cool|53000000|55808744|2005
Bu san|-1|34720|2003
Buongiorno, notte|-1|10093|2003
Cowboys & Angels|2000000|33700|2003
A Day Without a Mexican|1500000|4175179|2004
Dear Frankie|-1|1340891|2004
Don't Come Knocking|11000000|438732|2005
The Dukes of Hazzard|53000000|80270227|2005
The Visual Bible: The Gospel of John|17000000|4068087|2003
Hum Tum|-1|348149|2004
Into the Blue|-1|18472363|2005
Kill Bill: Vol. 2|30000000|66207920|2004
Karlik Nos|2500000|569837|2003
My Date with Drew|1100|85222|2004
Tali-Ihantala 1944|3200000|1849752|2007
Testosterone|-1|29452|2003
Travellers and Magicians|1800000|505295|2003
Melinda and Melinda|-1|3825351|2004
Imaginary Witness: Hollywood and the Holocaust|-1|21507|2004
Coffee and Cigarettes|-1|1971135|2003
The Corporation|-1|1879301|2003
Easy|-1|14811|2003
Gaz Bar Blues|-1|884664|2003
A Good Woman|-1|223144|2004
Greendale|-1|251862|2003
Indigo|-1|1190000|2003
Touching the Void|-1|4581222|2003
Vodka Lemon|-1|57781|2003
The Yes Men|-1|198975|2003
Billabong Odyssey|-1|54000|2003
Capote|7000000|28747570|2005
Serenity|40000000|25335935|2005
Leatherheads|58000000|31199215|2008
The Merchant of Venice|30000000|3752725|2004
Savage Grace|4600000|434417|2007
Carlston za Ognjenku|4000000|543311|2008
Cocaine Cowboys|-1|148872|2006
Concert for George|-1|70000|2003
The Cookout|-1|11540112|2004
Goal!|10000000|4280577|2005
Home of Phobia|-1|10462|2004
Matando Cabos|25000000|126132|2004
Nez rouge|-1|2004814|2003
Oliver Twist|50000000|1987287|2005
P.S.|-1|175408|2004
The Perfect Man|25000000|16247775|2005
Scandal - Joseon namnyeo sangyeoljisa|-1|63332|2003
Sur le seuil|3200000|2013469|2003
Le clan|-1|21567|2004
Winter Passing|3500000|101228|2005
America's Heart and Soul|-1|314000|2004
Casino Royale|150000000|167445960|2006
Kruistocht in spijkerbroek|12000000|691904|2006
Ils se marièrent et eurent beaucoup d'enfants|-1|252341|2004
Ma mère|-1|70395|2004
Somersault|-1|92214|2004
Pretty Persuasion|2500000|305688|2005
Before Sunset|10000000|5792822|2004
Ett hål i mitt hjärta|-1|3306|2004
Vers le sud|-1|896923|2005
White Chicks|-1|69148997|2004
3:10 to Yuma|50000000|53574088|2007
Bumer|700000|1600000|2003
Curious George|-1|58336565|2006
Ellembi|500000|3760350|2002
Eternal|-1|28089|2004
Heights|-1|1158405|2005
Hide and Seek|30000000|51097664|2005
My Summer of Love|1700000|992238|2004
Så som i himmelen|25000000|10236|2004
Villiljós|450000|31900|2001
Yuva|100000000|280100|2004
Hair Show|-1|302990|2004
Crónicas|-1|299261|2004
The Da Vinci Code|125000000|217536138|2006
Dark Water|30000000|25472967|2005
Dazhe ne dumay!|700000|865413|2003
La femme de Gilles|-1|2568|2004
Jindabyne|-1|399879|2006
Look Both Ways|-1|104756|2005
Little Fish|-1|6127|2005
Planetfall|-1|2710|2005
Ratatouille|150000000|206435493|2007
Stealth|130000000|31704416|2005
Teoriya zapoya|-1|60278|2003
Synecdoche, New York|21000000|3081925|2008
Zoom|35000000|11631245|2006
The Pink Panther|80000000|82226474|2006
BloodRayne|25000000|2405420|2005
Lost Boys of Sudan|-1|120651|2003
Onmyoji 2|-1|13022862|2003
Pirates of the Caribbean: Dead Man's Chest|225000000|423032628|2006
Vera Drake|11000000|3753806|2004
Cry_Wolf|1000000|10042266|2005
NaPolA|-1|144065|2004
Saint Ralph|6000000|795126|2004
Saving Face|-1|1186323|2004
She Hate Me|8000000|365134|2004
Silent Hill|50000000|46982632|2006
Swimmers|-1|33382|2005
Kicking & Screaming|45000000|52580895|2005
The Weather Man|35000000|12469811|2005
What We Do Is Secret|-1|58001|2007
The White Countess|16000000|1666262|2005
Accepted|23000000|36300285|2006
The Amityville Horror|19000000|65233369|2005
Around the Bend|-1|193571|2004
Ask the Dust|-1|742614|2006
The Dying Gaul|4000000|342297|2005
Hooligans|-1|344095|2005
Shi mian mai fu|100000000|11041228|2004
How the Garcia Girls Spent Their Summer|-1|91432|2005
Lonesome Jim|500000|154077|2005
In Good Company|-1|45489752|2004
Miss Congeniality 2: Armed & Fabulous|45000000|48478006|2005
Mon ange|-1|1185854|2004
Drivers Wanted|28500|1058|2005
Glory Road|-1|42643187|2006
The Golden Compass|180000000|70083519|2007
Monster House|75000000|73661010|2006
Xin jing cha gu shi|80000000|2419374|2004
Sicko|9000000|24540079|2007
Taegukgi hwinalrimyeo|12800000|1110186|2004
Uncut|-1|390|2003
Where the Wild Things Are|80000000|69220584|2009
The Legend of Zorro|80000000|45356386|2005
Brødre|-1|384982|2004
Dust to Glory|-1|639990|2005
Haven|-1|136823|2004
Kekexili|10000000|142157|2004
Renaissance|14000000|63260|2006
Annie Brocoli dans les fonds marins|-1|374360|2003
Aurora Borealis|-1|60552|2005
Batalla en el cielo|1601792|70899|2005
Bee Season|14000000|1180560|2005
The Constant Gardener|15000000|33565375|2005
Dans l'oeil du chat|-1|155714|2004
Metallica: Some Kind of Monster|-1|1222708|2004
Prime|-1|22728025|2005
Saw|1200000|55153403|2004
Seed of Chucky|12000000|17016190|2004
Words of My Perfect Teacher|-1|19898|2003
Idiocracy|-1|438653|2006
The Black Dahlia|50000000|22518325|2006
Brodeuses|-1|25880|2004
Caché|8000000|3634407|2005
Voces inocentes|-1|837000|2004
Hurensohn|-1|7396|2004
In Her Shoes|-1|32880591|2005
It's All Gone Pete Tong|-1|120620|2004
King of California|-1|248457|2007
King's Ransom|15000000|3998889|2005
The Last Mogul|-1|4965|2005
Loverboy|-1|29690|2005
Or|-1|28894|2004
Paha maa|1400000|7664|2005
Schultze Gets the Blues|-1|594115|2003
Christmas with the Kranks|60000000|73780539|2004
Tokyo Godfathers|-1|128985|2003
Transporter 2|32000000|43095600|2005
Beauty Shop|-1|36310118|2005
Born Into Brothels: Calcutta's Red Light Kids|-1|3410863|2004
Brokeback Mountain|14000000|83025853|2005
DiG!|-1|127067|2004
The Greatest Game Ever Played|-1|15331289|2005
Home of the Brave|-1|4874|2004
Riding Giants|-1|2276368|2004
Rise|-1|106398|2007
Searching for the Wrong-Eyed Jesus|-1|77215|2003
Zwartboek|17800000|4398392|2006
30 Days of Night|32000000|39568996|2007
Agnes und seine Brüder|-1|2731|2004
Bee Movie|150000000|126597121|2007
C.S.A.: The Confederate States of America|-1|671122|2004
Camping sauvage|5500000|3809665|2004
Evil Cult|15000|375|2003
Friday Night Lights|30000000|61188085|2004
Harry + Max|-1|14923|2004
I Like Killing Flies|-1|14721|2004
In the Realms of the Unreal|-1|413708|2004
Kaptein Sabeltann|41500000|104443|2003
Maria Full of Grace|3000000|6517198|2004
Matti|1600000|4359099|2006
The American Experience|-1|101439|1988
Primer|7000|424760|2004
Septem8er Tapes|30000|2200000|2004
Super Size Me|300000|11529368|2004
Tarnation|218|590873|2003
Word Wars|-1|60802|2004
Control Room|-1|2586511|2004
Baptists at Our Barbecue|500000|173106|2004
The Grudge|10000000|110175871|2004
The Hunting of the President|-1|376552|2004
I Want Someone to Eat Cheese With|1500000|194568|2006
A Lot Like Love|30000000|21835784|2005
Take Out|3000|66892|2004
Crying Ladies|-1|108043|2003
Mozart and the Whale|12000000|36006|2005
When Do We Eat?|-1|428432|2005
Brick|475000|2060589|2005
Coach Carter|30000000|67253092|2005
Kallem mama|-1|673733|2003
Earth|30000000|32001863|2007
The Shaggy Dog|-1|61112916|2006
Simon|1000000|2453|2004
Hotel Rwanda|17500000|23472900|2004
Inconscientes|-1|67988|2004
The Producers|45000000|19377727|2005
States of Grace|800000|59711|2005
The Devil's Rejects|7000000|16901126|2005
The Pacifier|56000000|113006880|2005
Trudell|-1|21844|2005
North Country|35000000|18324242|2005
Gory Gory Hallelujah|100000|11798|2003
Perfume: The Story of a Murderer|50000000|2208939|2006
Sons of Provo|200000|120488|2004
Superstar in a Housedress|-1|19050|2004
Wedding Crashers|40000000|209218368|2005
When Will I Be Loved|-1|159429|2004
Banned from Television|-1|10000000|1998
Beyond Honor|-1|6437|2004
Meet the Robinsons|-1|97821064|2007
FAQs|250000|1407|2005
Fat Albert|-1|48116322|2004
Ice Princess|-1|24381334|2005
The King|-1|281326|2005
Lightning in a Bottle|-1|201574|2004
Nanny McPhee|25000000|47144110|2005
Primo amore|-1|9392|2004
Shadowboxer|-1|370627|2005
Shwaas|-1|1042|2004
Blood and Chocolate|-1|3517928|2007
House of Wax|30000000|32048809|2005
Just My Luck|28000000|17324744|2006
The Skeleton Key|43000000|47806295|2005
Eight Below|40000000|81593527|2006
Memoirs of a Geisha|85000000|57010853|2005
Bolt|150000000|114053579|2008
Down in the Valley|8000000|568695|2005
Hiding and Seeking: Faith and Tolerance After the Holocaust|-1|51091|2004
The Longest Yard|82000000|158119460|2005
Rumor Has It...|-1|43000262|2005
White Rainbow|1250000|9988|2005
Assault on Precinct 13|20000000|19976073|2005
Bridge to Terabithia|60000000|82272442|2007
Carlos Castaneda: Enigma of a Sorcerer|-1|94848|2004
The Celestine Prophecy|-1|615752|2006
Clifford's Really Big Movie|70000|2831130|2004
DOA: Dead or Alive|21000000|480314|2006
Dorian Blues|-1|71469|2004
Down and Derby|-1|204481|2005
Duane Hopwood|-1|13510|2005
Mei ren yi jiu|-1|3248|2005
A History of Violence|32000000|31493782|2005
The Island|126000000|35799026|2005
Lord of War|42000000|24127895|2005
The Man|33000000|8326035|2005
Oxygono|-1|21024|2003
Tawipop|-1|500000|2004
Les temps qui changent|-1|539380|2004
End of the Spear|10000000|11703287|2005
Woman Thou Art Loosed|-1|6879730|2004
Black Friday|-1|34000|2004
Elles étaient cinq|2500000|408966|2004
Frankie and Johnny Are Married|-1|22900|2003
Herbie Fully Loaded|50000000|66002004|2005
The Ice Harvest|16000000|8819059|2005
Open Season|85000000|84303558|2006
Appurushîdo|-1|124967|2004
The Baxter|-1|181872|2005
Beautiful Boxer|-1|199|2003
Le scaphandre et le papillon|-1|5990075|2007
Say Uncle|650000|5203|2005
Fierce People|-1|85410|2005
A Good Year|35000000|7458269|2006
The Helix... Loaded|1000000|3700|2005
Horem pádem|36000000|244105|2004
Brooklyn Lobster|200000|138267|2005
Looking for Kitty|250000|4210|2004
Magnificent Desolation: Walking on the Moon 3D|-1|30254225|2005
Paris, je t'aime|13000000|4857376|2006
Sin City|40000000|74098862|2005
Xiang ri kui|-1|23307|2005
Tamara|4750000|206624|2005
Underworld: Evolution|50000000|62318875|2006
Breach|-1|32791865|2007
Æon Flux|62000000|25857987|2005
Beowulf & Grendel|-1|66851|2005
Dopo mezzanotte|250000|20787|2004
L'empire des loups|24000000|5152138|2005
The Great New Wonderful|500000|150071|2005
The New World|30000000|12712093|2005
The Nomi Song|-1|74216|2004
WMD: Weapons of Mass Deception|-1|27301|2004
Ya lyublyu tebya|-1|60815|2004
Casanova|-1|11294832|2005
The Cave|30000000|14888028|2005
Ceský sen|-1|17393|2004
Supercross|-1|3101301|2005
Last Days|-1|454711|2005
Nochnoy dozor|4200000|1487477|2004
Perfect Creature|11000000|157237|2006
Roll Bounce|-1|17378977|2005
De scheepsjongens van Bontekoe|3200000|8025|2007
The Sisterhood of the Traveling Pants|25000000|39008741|2005
State Property 2|-1|1677733|2005
Yeojaneun namjaui miraeda|-1|11807|2004
Yûgiô Duel Monsters: Hikari no pyramid|-1|19762690|2004
El garante|500000|1300000|1997
Still We Believe: The Boston Red Sox Movie|-1|395362|2004
Bush's Brain|-1|177525|2004
Chasing Ghosts|2000000|1102000|2005
Everything Is Illuminated|7000000|1705595|2005
The Exorcism of Emily Rose|20000000|75072454|2005
Little Children|14000000|5459824|2006
Running Scared|17000000|6855137|2006
The Notorious Bettie Page|-1|1410778|2005
Das Leben der Anderen|2000000|11286112|2006
Million Dollar Baby|30000000|100422786|2004
The Moguls|-1|15090|2005
Reel Paradise|-1|31235|2005
A Scanner Darkly|8500000|5501616|2006
Sky High|35000000|63946815|2005
Southland Tales|17000000|275380|2006
Suits on the Loose|-1|79358|2005
Rudo y Cursi|-1|1823468|2008
The 40 Year Old Virgin|26000000|109449237|2005
Watermarks|-1|245845|2004
The Wild|-1|37371315|2006
Rang De Basanti|-1|2197331|2006
All the King's Men|55000000|7221458|2006
La demoiselle d'honneur|-1|111143|2004
Loggerheads|500000|115314|2005
Nearing Grace|2650000|1846925|2005
The Prize Winner of Defiance, Ohio|-1|626310|2005
Shem|-1|14804|2004
Shiza|1500000|52266|2004
Zathura: A Space Adventure|65000000|28045540|2005
Behibbuk wa ana kaman|-1|275745|2003
The Chumscrubber|6800000|49526|2005
Dungeons & Dragons: Wrath of the Dragon God|15000000|909822|2005
The Eye|12000000|31418697|2008
Masti|-1|162687|2004
Naked Fame|-1|213621|2004
Pooh's Heffalump Movie|20000000|18081626|2005
Sílení|-1|47957|2005
Temporada de patos|-1|146694|2004
Going Upriver: The Long War of John Kerry|-1|613252|2004
Transamerica|1000000|9015303|2005
War of the Worlds|132000000|234280354|2005
À tout de suite|-1|247636|2004
Automne|-1|10529|2004
Calvaire|-1|2623|2004
Dirty Deeds|-1|145450|2005
Full Grown Men|2000000|13716|2006
The Departed|90000000|132373442|2006
Kill Your Idols|-1|7753|2004
Sweeney Todd: The Demon Barber of Fleet Street|50000000|52898073|2007
Munich|75000000|47379090|2005
Firewall|-1|48745150|2006
Bad News Bears|30000000|32865161|2005
Dare mo shiranai|-1|683575|2004
Die fetten Jahre sind vorbei|-1|175493|2004
Flightplan|55000000|89706988|2005
The Heartbreak Kid|-1|36771343|2007
Kids in America|750000|440228|2005
Last Holiday|45000000|38360195|2006
Love Wrecked|-1|478070|2005
Marilyn Hotchkiss' Ballroom Dancing & Charm School|2500000|247141|2005
Poseidon|160000000|60674817|2006
Les poupées russes|12500000|323331|2005
Surveillance|3500000|25352|2008
Watchmen|130000000|107509799|2009
The Alibi|-1|135727|2006
Come Away Home|1300000|71598|2005
Dnevnoy dozor|4200000|450686|2006
Hustle & Flow|8000000|22201636|2005
The Lake House|40000000|52320979|2006
Nim's Island|37000000|48002678|2008
On a Clear Day|-1|186912|2005
Orwell Rolls in His Grave|-1|19257|2003
Oublier Cheyenne|-1|788|2005
The Work and the Glory|7500000|3347439|2004
Quand la mer monte...|-1|23111|2004
Taxidermia|500000000|10205|2006
Tideland|19000000|66453|2005
Tying the Knot|-1|37464|2004
88 Minutes|30000000|16930884|2007
Breakfast on Pluto|-1|828699|2005
De battre mon coeur s'est arrêté|5300000|1023424|2005
L'ennemi public n°1|80000000|12625822|2008
Downloading Nancy|3000000|22153|2008
Hell Ride|-1|194287|2008
Hellboy II: The Golden Army|72000000|75754670|2008
Mondovino|-1|209618|2004
Der neunte Tag|-1|72888|2004
9 Songs|1000000|49835|2004
Broken Flowers|10000000|13736078|2005
Vsadnik po imeni Smert|-1|2438|2004
The World's Fastest Indian|25000000|5128124|2005
Brideshead Revisited|20000000|6414563|2008
Delirious|5000000|85976|2006
When the Road Bends: Tales of a Gypsy Caravan|-1|440357|2006
The Hawk Is Dying|-1|7006|2006
Lipstick & Dynamite, Piss & Vinegar: The First Ladies of Wrestling|-1|26073|2004
Little Manhattan|-1|384924|2005
Mrs Henderson Presents|20000000|11034436|2005
Evan Almighty|200000000|100289690|2007
Shrek the Third|160000000|320706665|2007
Spider-Man 3|258000000|336530303|2007
Wassup Rockers|-1|221415|2005
Independent Lens|-1|4064421|1999
Charlotte's Web|-1|82506325|2006
Elizabeth: The Golden Age|55000000|16264475|2007
The War Within|-1|73789|2005
Pride & Prejudice|28000000|38405088|2005
7 días|-1|16791|2005
Amu|-1|5125|2005
Ai-Fak|-1|1010000|2004
Banlieue 13|12000000|1197786|2004
Barnyard|51000000|72601713|2006
The Quiet|900000|381186|2005
Final Destination 3|34000000|54098051|2006
The Fountain|35000000|10139254|2006
Hom rong|-1|2054|2004
Talladega Nights: The Ballad of Ricky Bobby|72500000|148213377|2006
Beed-e majnoon|-1|25525|2005
Boy s tenyu|3500000|8262833|2005
Hate Crime|500000|40758|2005
Hirsiz var!|2000000|5100000|2005
Hounddog|3750000|128092|2007
Kaal|-1|340091|2005
Lemming|-1|81612|2005
Lichnyy nomer|7000000|4556246|2004
Keeping Up with the Steins|-1|4328294|2006
